category,rating,reviews,content_rating,last_updated_on,price_transformed,size_transformed,release_transformed,os_transformed,downloads
Finance,4.53,158,Everyone,2020-02-19,0.0,7.0M,5.4.26,5.0 and up,"1,000+"
News And Magazines,4.06,2952,Everyone,2020-01-27,0.0,54M,4.3.0,4.4 and up,"500,000+"
Health And Fitness,4.28,25,Everyone,2020-03-27,0.0,2.8M,1.2,4.0 and up,"1,000+"
Health And Fitness,5.0,18,Everyone,2019-03-13,0.0,13M,1.0.6,4.1 and up,100+
Game Action,3.48,60,Everyone,2018-04-18,0.0,18M,1.07,2.3 and up,"10,000+"
Game,3.8,164,Everyone,2016-04-23,0.0,22M,1.0.1,2.3.3 and up,"10,000+"
House And Home,4.78,9,Everyone,2018-10-14,0.0,4.9M,1,2.3 and up,"1,000+"
Business,4.12,42,Everyone,2019-05-25,0.0,16M,1.0.6,4.4 and up,"10,000+"
Entertainment,4.35,155,Everyone,2020-01-08,0.0,5.0M,1.0.17,4.1 and up,"100,000+"
Education,4.54,295,Everyone,2020-04-19,0.0,17M,1.0.2,4.0.3 and up,"10,000+"
Finance,1.0,1,Everyone,2019-12-10,0.0,1.5M,1.4,5.0 and up,100+
Education,4.65,117088,Everyone,2020-05-06,0.0,4.1M,2.0.3,4.4 and up,"1,000,000+"
Health And Fitness,4.5,254816,Everyone,2017-04-28,0.0,42M,1.2.7.1,4.0 and up,"1,000,000+"
Tools,3.95,184,Everyone,2017-07-10,0.0,72k,1.9,2.2 and up,"10,000+"
Travel And Local,4.47,130,Everyone,2020-04-03,0.0,11M,1.0.15,4.2 and up,"10,000+"
Books And Reference,4.2,27,Everyone,2019-03-14,0.0,3.1M,1.1,4.0 and up,"5,000+"
Finance,2.94,2495,Everyone,2020-05-06,0.0,91M,2.11.0,4.1 and up,"100,000+"
Game,4.6,101686,Everyone,2019-09-08,0.0,31M,1.8.2,4.1 and up,"10,000,000+"
Finance,2.8,1072,Everyone,2020-04-22,0.0,4.0M,2.1.5,4.0 and up,"100,000+"
Books And Reference,4.61,424,Everyone,2018-10-26,148.4142,15M,2.02,4.0.3 and up,"50,000+"
Health And Fitness,2.8,961,Everyone,2019-04-03,0.0,1.3M,1.5,4.0 and up,"100,000+"
Education,4.67,99,Everyone,2020-03-01,0.0,9.2M,6.1,4.0.3 and up,"10,000+"
Productivity,3.85,225,Everyone,2020-05-02,0.0,12M,1.5.7,4.1 and up,"50,000+"
Education,1.0,1,Everyone,2020-03-07,0.0,5.4M,9.2,4.0.3 and up,100+
Entertainment,4.27,801,Everyone,2020-02-13,0.0,2.9M,1.6.3,4.0.3 and up,"100,000+"
Productivity,4.2,80581,Everyone,2017-11-20,0.0,2.5M,2.4,2.3 and up,"10,000,000+"
Art And Design,4.38,332,Everyone,2019-01-31,0.0,8.1M,1,2.3 and up,"50,000+"
Game Action,4.43,235974,Mature 17+,2019-10-22,521.3142,27M,1.2.3e,2.3 and up,"1,000,000+"
Family,4.3,169,Everyone,2019-06-29,222.9942,60M,1.08,4.1 and up,"5,000+"
Maps And Navigation,4.53,51,Everyone,2020-04-17,0.0,5.0M,4.5.12,4.0.3 and up,"10,000+"
Social,4.02,3745,Mature 17+,2019-12-21,0.0,2.4M,1.2.1,4.0.3 and up,"100,000+"
Business,4.08,9024,Everyone,2019-06-05,0.0,11M,5.0.0,4.1 and up,"500,000+"
Travel And Local,4.49,4873,Everyone,2020-03-19,0.0,25M,0.25.0101-refraction,4.0.3 and up,"50,000+"
Communication,4.14,8560,Teen,2020-01-11,0.0,5.6M,2.1,4.0 and up,"500,000+"
Education,4.36,3039,Everyone,2019-04-26,0.0,63M,1.5.0,4.0 and up,"100,000+"
Sports,2.9,3017,Everyone,2019-08-06,0.0,24M,3.7,4.1 and up,"100,000+"
Game Casual,3.86,10153,Everyone,2019-10-04,0.0,52M,1.0.65,4.1 and up,"100,000+"
Entertainment,4.09,23,Everyone,2016-11-24,0.0,28M,1,2.3.3 and up,"5,000+"
Business,3.9,16589,Everyone,2019-07-19,0.0,9.1M,4.9.10,4.0.3 and up,"1,000,000+"
Game Simulation,4.17,1994,Everyone,2018-08-07,0.0,24M,1.2.2,4.0.3 and up,"100,000+"
Video Players,3.31,762,Everyone,2020-02-20,0.0,4.0M,1.1.13,3.0 and up,"100,000+"
Photography,4.32,151,Everyone,2019-11-08,0.0,14M,1.4,4.0 and up,"10,000+"
Education,4.53,1123,Everyone,2019-09-12,0.0,11M,9.1,4.1 and up,"100,000+"
Lifestyle,3.75,52,Everyone,2020-01-17,0.0,46M,1.3.1,4.4 and up,"10,000+"
Education,4.52,2392,Everyone,2020-04-22,0.0,79M,3.37,4.0.3 and up,"100,000+"
Education,4.53,4037,Everyone,2019-12-05,0.0,49M,6.1,4.4 and up,"100,000+"
Parenting,3.1,103,Everyone,2019-08-03,0.0,28M,1.0.2-alpha4,4.4 and up,"10,000+"
Personalization,4.55,2295,Everyone,2020-02-18,0.0,10M,1.5,4.1 and up,"500,000+"
Tools,4.6,77302,Everyone,2019-02-13,0.0,,,,"5,000,000+"
Lifestyle,4.72,134409,Everyone,2020-04-21,0.0,16M,5.7.1,4.1 and up,"1,000,000+"
Education,4.45,2808,Everyone,2020-02-11,0.0,2.3M,1.12,4.0 and up,"500,000+"
Game Trivia,4.48,36320,Everyone,2019-03-15,0.0,48M,1.1.6,4.1 and up,"1,000,000+"
Social,4.53,66,Everyone,2019-05-06,0.0,2.9M,1.4.1,4.1 and up,"10,000+"
Lifestyle,4.4,95557,Everyone,2019-08-27,0.0,16M,7.0.8,4.0.3 and up,"10,000,000+"
Game,4.5,1243017,Teen,2019-08-22,0.0,27M,3.0.0,4.2 and up,"50,000,000+"
Photography,4.4,188075,Mature 17+,2019-10-15,0.0,38M,1.6.2,4.3 and up,"10,000,000+"
Travel And Local,4.48,44451,Everyone,2020-05-06,0.0,28M,2.39.1,4.4 and up,"1,000,000+"
Personalization,4.85,26,Everyone,2019-11-28,0.0,5.7M,8.0.0,4.4 and up,"5,000+"
News And Magazines,4.52,84,Everyone,2020-04-08,0.0,4.9M,1.0.11,4.0.3 and up,"10,000+"
Game Puzzle,4.66,13516,Everyone,2019-01-04,372.1542,33M,1.2.9,4.4 and up,"100,000+"
Education,4.11,12366,Everyone,2020-04-25,0.0,26M,5.9,4.0 and up,"1,000,000+"
Family,5.0,4,Teen,2019-07-30,0.0,7.8M,3.8.0,4.1 and up,100+
Music And Audio,4.66,518,Everyone,2020-01-09,0.0,9.9M,8.3,4.1 and up,"10,000+"
Sports,4.3,63782,Everyone,2019-09-11,0.0,24M,1.1.5,4.1 and up,"5,000,000+"
Music And Audio,4.72,370,Everyone,2020-03-15,0.0,11M,3.9.17,4.1 and up,"5,000+"
Video Players,4.05,7713,Everyone,2020-01-25,0.0,5.2M,1.8,4.0.3 and up,"100,000+"
Social,4.6,225103,Everyone,2019-07-18,0.0,5.3M,5.1.1,4.1 and up,"5,000,000+"
Lifestyle,3.97,3750,Teen,2016-11-07,0.0,7.3M,2.4,3.0 and up,"500,000+"
Sports,4.5,459,Everyone 10+,2019-08-27,0.0,8.0M,3.7.10-0d44b899,4.1 and up,"10,000+"
Music And Audio,4.58,427,Everyone,2019-08-29,0.0,11M,6.5.3,4.0.3 and up,"50,000+"
Music And Audio,3.0,4,Everyone,2020-01-01,0.0,4.1M,1.0.5,4.1 and up,"5,000+"
Health And Fitness,3.68,19,Everyone,2019-02-17,0.0,6.0M,2,4.0.3 and up,"1,000+"
Personalization,4.6,3725,Everyone,2018-12-22,0.0,12M,1.0.0,5.0 and up,"500,000+"
Tools,4.28,850,Everyone,2019-12-13,73.8342,,,,"100,000+"
Game Casual,5.0,12,Everyone,2020-04-14,0.0,46M,1.2.6,4.1 and up,50+
Productivity,4.0,31,Everyone,2019-12-27,0.0,5.6M,5.4,5.1 and up,"10,000+"
News And Magazines,5.0,5,Teen,2020-04-15,0.0,15M,4.6.2,4.1 and up,"1,000+"
Game Trivia,4.08,6513,Everyone,2017-10-03,0.0,6.1M,2.2,4.0.3 and up,"500,000+"
Photography,4.43,16655,Everyone,2020-04-04,0.0,13M,1.3.1,4.3 and up,"5,000,000+"
Music And Audio,4.46,718962,Mature 17+,2020-05-06,0.0,30M,4.3.0,4.1 and up,"50,000,000+"
Education,5.0,3,Everyone,2020-02-09,0.0,3.8M,1,4.0.3 and up,50+
Game Educational,3.89,96595,Everyone,2020-04-07,0.0,59M,3.0.13,4.4 and up,"10,000,000+"
Books And Reference,4.72,13634,Everyone,2017-05-02,0.0,17M,3.1,2.3 and up,"1,000,000+"
Education,3.33,3,Everyone,2020-04-16,0.0,22M,1.9,4.4 and up,"1,000+"
Entertainment,4.46,12703,Teen,2019-10-23,0.0,63M,2.0.27,4.1 and up,"100,000+"
Video Players,4.3,1215,Everyone 10+,2019-08-24,0.0,23M,1.5.4,4.1 and up,"100,000+"
Music And Audio,4.72,15964,Everyone,2018-12-27,0.0,7.3M,6.1.3321,4.1 and up,"100,000+"
Game Card,3.94,55222,Teen,2018-10-31,0.0,17M,1.0.7,4.0 and up,"5,000,000+"
Travel And Local,3.2,58,Everyone,2018-04-03,0.0,18k,1.1,1.6 and up,"5,000+"
Lifestyle,3.4,1171,Everyone,2020-01-15,0.0,6.5M,1.2.7,4.0 and up,"100,000+"
Game Sports,3.86,7,Everyone,2020-03-14,0.0,35M,1.0.1,8.0 and up,500+
Business,4.13,12661,Everyone,2020-04-23,0.0,12M,7.3,4.1 and up,"100,000+"
Books And Reference,4.58,1264,Everyone,2020-04-03,297.5742,20M,2.11,4.4 and up,"100,000+"
Sports,2.67,3,Everyone,2020-04-18,0.0,40M,171.14.1,5.0 and up,500+
Entertainment,4.42,40857,Everyone,2020-05-05,0.0,19M,4.4,4.2 and up,"1,000,000+"
Sports,4.65,1801,Everyone,2020-04-20,372.1542,4.2M,7.4.8,4.1 and up,"5,000+"
Health And Fitness,3.97,28906,Everyone,2020-05-03,0.0,14M,8.5.6,4.3 and up,"1,000,000+"
Personalization,4.25,445,Everyone,2020-04-17,0.0,,,,"50,000+"
Game Educational,4.44,20703,Everyone,2020-05-06,0.0,59M,1.76,4.1 and up,"10,000,000+"
Business,4.5,207372,Everyone,2019-09-06,0.0,11M,12.2.4,4.0 and up,"5,000,000+"
Tools,4.3,668,Everyone,2017-05-05,0.0,13M,2.1.8,2.1 and up,"50,000+"
Tools,3.76,79817,Everyone,2020-02-20,0.0,2.3M,1.2.5,4.0 and up,"10,000,000+"
Finance,4.7,91563,Everyone,2020-05-02,0.0,23M,2.1.1,5.0 and up,"1,000,000+"
Social,4.8,65,Teen,2018-04-01,0.0,7.1M,1.1.2,4.1 and up,500+
Tools,4.55,44754,Everyone,2020-04-12,0.0,5.2M,1.6.8,5.0 and up,"1,000,000+"
Education,3.37,35,Everyone,2018-12-12,0.0,15M,1.2.0,3.0 and up,"5,000+"
Education,3.71,72,Everyone,2020-03-21,0.0,11M,2.0.0,4.0 and up,"5,000+"
Food And Drink,4.36,20888,Everyone,2020-05-06,0.0,12M,4.6.1,4.3 and up,"1,000,000+"
Entertainment,4.33,1609,Everyone,2019-11-13,745.0542,2.8M,2.2.0,3.1 and up,"50,000+"
Game Role Playing,4.79,3520,Everyone,2020-01-03,0.0,1.8M,1.9.4,4.4 and up,"500,000+"
Family,4.0,15875,Teen,2018-04-07,0.0,40M,1.5,4.2 and up,"1,000,000+"
Communication,4.3,2546549,Everyone,2019-09-07,0.0,,,,"100,000,000+"
Game Adventure,4.19,402887,Everyone,2020-05-01,0.0,80M,2.20.2,4.4 and up,"10,000,000+"
Game Sports,4.56,31380,Teen,2020-04-17,0.0,80M,4.6.4,4.0.3 and up,"1,000,000+"
Shopping,5.0,42,Everyone,2020-01-22,0.0,1.6M,1,5.0 and up,100+
News And Magazines,4.2,23292,Everyone 10+,2019-06-28,0.0,14M,3.1.12,4.1 and up,"1,000,000+"
Tools,4.67,905,Everyone,2020-02-27,0.0,12M,1.05,4.1 and up,"100,000+"
Game Adventure,4.56,37979,Teen,2020-04-29,0.0,5.8M,178.3,5.0 and up,"1,000,000+"
Tools,4.43,6236,Everyone,2020-04-22,0.0,6.7M,3,4.1 and up,"100,000+"
Game Racing,4.38,76517,Everyone,2020-04-10,0.0,90M,5.00.11445,5.0 and up,"5,000,000+"
Tools,4.67,21,Everyone,2020-01-24,0.0,2.2M,1.0.2,4.0 and up,"1,000+"
Tools,4.54,21681,Everyone,2019-12-04,0.0,,,,"1,000,000+"
Tools,4.37,5221,Everyone,2020-05-06,0.0,,,5.0 and up,"100,000+"
Finance,1.98,45,Everyone,2020-04-22,0.0,38M,7.0.1306,4.4 and up,"10,000+"
News And Magazines,4.64,261,Everyone,2020-02-14,0.0,13M,1.0.0.29,4.1 and up,"100,000+"
Finance,4.27,11,Everyone,2020-02-06,111.1242,1.4M,1.25,4.1 and up,100+
Shopping,4.11,3848,Everyone,2020-03-11,0.0,6.6M,3.0.0,4.4 and up,"500,000+"
Tools,4.0,114,Everyone,2019-07-14,0.0,25M,1.5,4.0 and up,"10,000+"
Family,4.9,38,Everyone,2018-07-21,0.0,5.0M,0.9.0,4.1 and up,"1,000+"
Game Arcade,4.02,461222,Everyone,2020-02-15,0.0,,,,"50,000,000+"
Education,4.56,2917,Everyone,2020-04-07,0.0,6.5M,1.0.7,5.0 and up,"1,000,000+"
Entertainment,4.51,35,Everyone,2020-04-29,0.0,40M,1.05,4.1 and up,"10,000+"
Video Players,4.25,175037,Teen,2020-04-26,0.0,17M,4.3.4.10235,5.0 and up,"10,000,000+"
Photography,4.77,192466,Everyone,2020-04-22,0.0,13M,1.211.68,4.3 and up,"10,000,000+"
Game Adventure,4.24,120881,Everyone,2018-05-08,0.0,43M,1.1,4.0.3 and up,"1,000,000+"
Tools,4.71,26376,Everyone,2020-01-12,0.0,3.9M,4.1,4.0 and up,"1,000,000+"
Music And Audio,4.85,544,Everyone,2020-04-11,0.0,95M,3,4.1 and up,"50,000+"
Game Arcade,4.46,487,Everyone,2020-04-23,0.0,,1.1.8,4.1 and up,"100,000+"
Books And Reference,4.8,44,Everyone,2015-04-27,0.0,619k,0.8,2.2 and up,"1,000+"
Family,4.1,242722,Teen,2019-08-13,0.0,54M,3.1.2b,4.0.3 and up,"10,000,000+"
Family,3.9,13253,Everyone,2017-09-13,0.0,12M,2.1.080,2.3 and up,"1,000,000+"
Tools,4.3,15070,Everyone,2019-09-03,0.0,6.3M,23.2.7,4.0.3 and up,"1,000,000+"
Entertainment,4.44,1162,Everyone,2019-10-31,0.0,9.7M,1.8,4.1 and up,"50,000+"
Finance,3.23,111,Everyone,2020-04-28,0.0,4.9M,1.0.145,2.3 and up,"10,000+"
Shopping,4.2,9975,Everyone,2019-02-26,0.0,18M,1.4,4.3 and up,"1,000,000+"
Game Sports,4.51,387052,Everyone,2020-04-08,0.0,41M,3.57.3936,4.0.3 and up,"10,000,000+"
Sports,4.46,99,Everyone,2020-04-16,0.0,9.0M,6.1,4.4 and up,"10,000+"
Game Simulation,4.26,21385,Mature 17+,2020-03-04,0.0,36M,1.1.2,4.2 and up,"1,000,000+"
Travel And Local,4.5,4,Everyone,2020-04-18,0.0,55M,1.3.5,4.4 and up,"1,000+"
Game Arcade,4.26,891453,Teen,2019-02-08,0.0,4.6M,1.8,2.1 and up,"50,000,000+"
Education,4.02,19773,Everyone,2020-04-21,0.0,58M,29,4.1 and up,"1,000,000+"
Entertainment,4.4,67554,Teen,2016-10-19,0.0,7.7M,4.0,2.3.3 and up,"1,000,000+"
News And Magazines,3.86,344,Everyone 10+,2020-04-04,0.0,70M,5.16.1,5.0 and up,"10,000+"
Entertainment,4.48,46,Everyone,2019-11-01,0.0,3.4M,1.0.0,5.0 and up,"10,000+"
Game Casual,3.12,16,Everyone,2019-12-06,0.0,6.4M,1.3,2.3.3 and up,"1,000+"
Game Simulation,3.46,24976,Everyone,2020-03-11,0.0,70M,1.19.7,4.0.3 and up,"1,000,000+"
Books And Reference,4.82,33726,Everyone,2020-04-07,0.0,8.5M,2.07,4.0.3 and up,"500,000+"
Tools,4.48,237,Everyone,2020-04-09,0.0,,,,"100,000+"
Travel And Local,4.3,2339098,Everyone,2019-07-23,0.0,,9.2.17.13,4.1 and up,"100,000,000+"
Education,4.78,42561,Everyone,2020-04-06,0.0,,,,"1,000,000+"
Travel And Local,4.0,4637,Everyone,2019-06-02,0.0,2.3M,55,4.0 and up,"1,000,000+"
Business,4.17,18,Everyone,2020-04-17,0.0,12M,2.2.3,4.4 and up,"5,000+"
Game Puzzle,4.52,817,Everyone,2019-06-30,0.0,46M,1.1.1,4.1 and up,"500,000+"
Tools,3.3,236,Everyone,2012-10-24,0.0,221k,1.6,2.1 and up,"50,000+"
Personalization,4.52,154,Everyone,2019-10-05,0.0,18M,1,4.0.3 and up,"50,000+"
Travel And Local,4.03,908,Everyone,2017-02-28,0.0,2.5M,3.3,2.2 and up,"100,000+"
Personalization,4.65,153,Everyone,2019-12-02,0.0,6.0M,1,4.2 and up,"5,000+"
Family,4.3,525552,Everyone,2018-11-19,0.0,48M,1.2.3,2.3 and up,"10,000,000+"
Art And Design,4.49,260834,Teen,2020-04-12,0.0,34M,,4.2 and up,"100,000,000+"
Tools,4.5,60571,Everyone,2019-08-06,0.0,,,,"5,000,000+"
Game Puzzle,3.67,3,Everyone,2019-05-02,73.8342,13M,1,4.0 and up,100+
Books And Reference,4.87,381,Everyone,2019-09-02,0.0,26M,Hytv1-1.3,4.1 and up,"10,000+"
Game Board,4.44,1616,Everyone,2018-11-29,0.0,38M,1.3.8,4.1 and up,"100,000+"
Communication,4.48,156,Teen,2019-12-26,0.0,8.5M,1.2,4.1 and up,"10,000+"
Game Casual,3.82,460,Everyone,2016-03-08,0.0,11M,1.04,2.3 and up,"100,000+"
Game Casino,4.32,6801,Teen,2018-02-01,0.0,,2.5.7,2.3.3 and up,"100,000+"
Tools,3.85,13,Everyone,2018-10-23,0.0,3.1M,1.1,4.1 and up,"1,000+"
Tools,4.32,6981,Everyone,2020-03-03,0.0,3.6M,28.01.19,3.0 and up,"1,000,000+"
Finance,4.01,3404,Everyone,2020-04-18,0.0,33M,5.0.0,4.4 and up,"100,000+"
House And Home,4.61,1798,Everyone,2020-05-05,0.0,4.7M,1.8.4,4.4 and up,"500,000+"
Family,4.4,379245,Everyone,2019-07-31,0.0,68M,1.28.01,4.1 and up,"10,000,000+"
Tools,4.44,7410,Everyone,2020-04-21,0.0,5.2M,1.2.12,5.0 and up,"500,000+"
Tools,4.68,36175,Everyone,2020-04-18,0.0,2.7M,1.1.5,4.0.3 and up,"1,000,000+"
Business,4.59,1267,Everyone,2020-04-02,0.0,3.2M,18,4.0.3 and up,"100,000+"
Tools,4.56,36,Everyone,2019-11-20,0.0,5.9M,1.0.1,4.0.3 and up,"5,000+"
Maps And Navigation,4.11,9,Everyone,2019-04-27,0.0,6.7M,6.3.8,4.0 and up,"1,000+"
Personalization,4.25,1092,Everyone 10+,2018-10-06,0.0,9.8M,1.2,4.0 and up,"100,000+"
Tools,3.68,667,Everyone,2019-02-21,0.0,1.7M,1.1.0,4.4 and up,"100,000+"
Education,4.2,9038,Everyone,2020-02-13,0.0,17M,4.9.15,4.1 and up,"1,000,000+"
Game Word,4.62,159,Everyone,2019-06-27,0.0,34M,1.0.5,4.1 and up,"10,000+"
Education,4.46,29543,Everyone,2020-01-29,0.0,2.5M,2.3.6,4.0 and up,"1,000,000+"
Lifestyle,4.1,61,Everyone,2019-09-19,0.0,6.9M,1.5,3.0 and up,"10,000+"
Lifestyle,4.8,4,Everyone,2018-12-27,0.0,15M,1.1,4.1 and up,500+
Game,4.1,7279,Everyone,2019-04-13,0.0,54M,1.5,4.0 and up,"1,000,000+"
Family,4.3,392819,Everyone,2017-08-26,0.0,53M,37893,4.0 and up,"10,000,000+"
Business,3.77,21329,Everyone,2020-04-22,0.0,,,4.4 and up,"1,000,000+"
Lifestyle,5.0,2,Everyone,2018-02-18,0.0,8.8M,1.0,4.1 and up,100+
Education,4.6,5,Everyone,2020-03-04,0.0,55M,2.0.0,4.4 and up,500+
Entertainment,4.34,872,Everyone,2019-12-18,0.0,,,,"100,000+"
Tools,4.3,3943,Everyone,2019-06-27,0.0,11M,1.4.2,5.0 and up,"100,000+"
Music And Audio,4.46,266180,Everyone,2020-04-30,0.0,27M,2.0.360,4.1 and up,"10,000,000+"
Game Action,4.06,1192,Teen,2020-02-26,73.8342,40M,2.06,5.0 and up,"10,000+"
Entertainment,4.3,103106,Everyone,2019-11-01,0.0,4.1M,1.8.2,4.0 and up,"5,000,000+"
Game,4.6,2694969,Everyone,2019-09-04,0.0,78M,2.8.2.59,4.1 and up,"100,000,000+"
Education,4.46,391,Everyone,2020-01-08,0.0,2.9M,2.0.5,4.1 and up,"100,000+"
Communication,4.3,15439,Everyone,2017-12-12,0.0,2.2M,2.0.0,2.3 and up,"1,000,000+"
Education,4.62,24,Everyone,2020-04-15,0.0,8.1M,1.0.24,4.1 and up,500+
Game Simulation,4.42,18294,Everyone,2018-10-25,0.0,44M,4.5.3,2.3 and up,"500,000+"
Game Role Playing,4.85,59,Teen,2020-04-28,0.0,,,,"50,000+"
Weather,4.54,32942,Everyone,2020-02-24,0.0,,,,"1,000,000+"
Game Puzzle,4.61,455507,Everyone,2020-04-30,0.0,,6.2.7,4.1 and up,"10,000,000+"
Medical,2.89,1187,Everyone,2020-03-03,0.0,,4.6.2,5.0 and up,"100,000+"
Game Simulation,4.19,217117,Everyone,2020-04-27,0.0,17M,1.2.72,4.0.3 and up,"10,000,000+"
Tools,3.5,3988,Everyone,2017-01-25,0.0,11M,1.0.5,4.4 and up,"1,000,000+"
Lifestyle,5.0,2,Everyone,2019-02-28,0.0,8.0M,1.5.1,4.1 and up,50+
Game Board,4.47,12922,Everyone,2019-02-14,0.0,3.2M,1.0.25,3.0 and up,"1,000,000+"
Books And Reference,4.64,2702,Everyone,2020-01-05,0.0,28M,1.8.6,4.0.3 and up,"100,000+"
Game Word,3.89,128,Everyone,2020-02-23,0.0,58M,1.8.2.0,4.2 and up,"5,000+"
Business,3.12,66,Everyone,2020-03-07,0.0,7.9M,1.0.10,5.0 and up,"10,000+"
Photography,4.3,50893,Everyone,2015-12-25,0.0,35M,1.0.6,4.0.3 and up,"1,000,000+"
Personalization,4.6,285,Everyone,2019-07-09,73.8342,,2.5.21,,"10,000+"
News And Magazines,4.42,19,Everyone,2020-02-27,0.0,11M,2,4.1 and up,500+
Tools,4.43,594,Everyone,2019-11-01,0.0,15k,1.1,1.6 and up,"500,000+"
Lifestyle,5.0,1,Everyone,2018-01-20,0.0,7.3M,1.0.2,2.3.3 and up,"1,000+"
Finance,4.3,685,Everyone,2019-09-07,0.0,21M,3.0.22,4.4 and up,"50,000+"
Productivity,4.1,4513,Everyone,2019-04-08,0.0,,,,"100,000+"
Health And Fitness,4.78,1616,Everyone,2020-03-18,0.0,4.3M,5.3,4.0.3 and up,"100,000+"
Entertainment,4.81,36,Mature 17+,2020-03-07,0.0,5.8M,1.3.1,4.3 and up,"1,000+"
Game Racing,3.72,4901,Everyone,2018-09-21,0.0,67M,2.0.4,4.0 and up,"500,000+"
Business,4.5,36,Everyone,2019-09-11,0.0,12M,3.0.9,4.0 and up,"1,000+"
Lifestyle,4.29,102,Everyone,2019-07-31,0.0,2.9M,1.6,3.0 and up,"50,000+"
Finance,4.12,161877,Everyone,2020-04-29,0.0,4.4M,9.1.0,4.4 and up,"10,000,000+"
Game Puzzle,5.0,2,Everyone,2018-12-05,0.0,5.3M,1,4.1 and up,"1,000+"
Game Casual,4.56,13786,Teen,2020-03-28,0.0,84M,1.2.188,4.0.3 and up,"500,000+"
Business,3.1,101,Everyone,2019-10-11,0.0,3.5M,2.6.0,4.1 and up,"50,000+"
Finance,4.71,21,Everyone,2020-04-18,0.0,12M,1.2.0,4.4w and up,"1,000+"
Lifestyle,4.14,109,Everyone,2019-10-27,0.0,19M,1.2,4.0.3 and up,"10,000+"
Game Action,4.4,28879,Everyone,2020-02-29,0.0,41M,1.11.3,4.1 and up,"1,000,000+"
Tools,4.59,46662,Everyone,2020-05-05,372.1542,,,,"100,000+"
Tools,4.55,3291,Everyone,2020-03-11,0.0,5.7M,1.2.4,4.4 and up,"100,000+"
Tools,4.8,182,Everyone,2020-04-10,222.9942,5.9M,1.9.3.4,4.4w and up,"5,000+"
Entertainment,4.14,1508,Everyone,2019-11-18,0.0,5.2M,1.0.9,4.0.3 and up,"100,000+"
Entertainment,4.48,25,Everyone,2019-09-27,0.0,24M,5.0.46,4.1 and up,"5,000+"
Finance,4.17,23,Everyone,2020-04-25,0.0,37M,1.8.0,4.4 and up,"1,000+"
Education,4.76,1078,Everyone,2019-10-14,0.0,5.9M,1.6,4.0.3 and up,"50,000+"
Entertainment,4.35,1460,Everyone,2019-10-06,0.0,3.7M,01|09|2018,4.1 and up,"100,000+"
Lifestyle,4.66,2197,Teen,2019-10-28,0.0,3.2M,1,4.1 and up,"100,000+"
Travel And Local,4.53,585006,Everyone,2020-05-02,0.0,,,,"50,000,000+"
Sports,4.0,2392,Everyone,2020-04-07,0.0,40M,2.0.0.374,5.0 and up,"100,000+"
Tools,4.3,824,Everyone,2019-01-17,0.0,2.8M,1.0.1,4.1 and up,"10,000+"
Video Players,4.06,1867,Everyone,2020-05-02,0.0,13M,4.1.6-1c5a67cab,4.1 and up,"100,000+"
Game Puzzle,3.93,7082,Everyone,2016-07-25,0.0,29M,1.11,2.3 and up,"100,000+"
Game Music,4.49,166034,Everyone,2020-03-14,0.0,,1.5.7,4.4 and up,"10,000,000+"
Photography,4.56,138044,Everyone,2020-01-25,0.0,63M,3.6.1.5,4.4 and up,"5,000,000+"
Tools,4.31,30721,Everyone,2020-04-17,0.0,,,,"100,000,000+"
Education,4.23,1180,Everyone,2020-02-17,0.0,5.9M,1.7,4.0 and up,"100,000+"
Personalization,4.57,1386,Mature 17+,2020-03-23,0.0,9.0M,1.8,4.2 and up,"500,000+"
News And Magazines,3.51,30296,Everyone,2020-04-16,0.0,,,,"1,000,000+"
Books And Reference,4.1,71328,Everyone,2018-07-16,0.0,11M,Blueorange,4.0.3 and up,"5,000,000+"
Communication,4.4,208,Everyone,2020-05-05,0.0,4.3M,1.1.5,4.0.3 and up,"10,000+"
News And Magazines,4.17,6,Everyone,2020-04-14,0.0,7.6M,6.0.0,5.0 and up,"1,000+"
Video Players,4.4,20755,Everyone,2019-04-20,0.0,17M,4.0.3,4.1 and up,"1,000,000+"
Books And Reference,4.72,7554,Everyone,2017-02-17,0.0,55M,4.1,2.3 and up,"500,000+"
Sports,4.6,37167,Everyone,2019-09-03,0.0,,,4.4 and up,"1,000,000+"
Game Action,2.5,10,Everyone,2019-10-04,0.0,53M,1.1.0,4.2 and up,"1,000+"
Weather,4.74,26950,Everyone,2020-02-29,0.0,16M,15.15.23.17,4.4 and up,"500,000+"
Family,4.8,12,Teen,2019-08-08,0.0,12M,1.1,4.0 and up,"1,000+"
Game Card,4.56,22888,Teen,2020-05-06,0.0,52M,2.1.1,4.4 and up,"500,000+"
Game Action,4.36,69536,Teen,2019-07-31,0.0,20M,,,"10,000,000+"
Finance,4.13,21132,Everyone,2020-04-29,0.0,18M,1.1.3,4.1 and up,"1,000,000+"
Entertainment,4.11,1825,Everyone,2020-03-13,0.0,17M,1.0.3,2.3 and up,"1,000,000+"
Business,3.9,125,Everyone,2018-12-14,0.0,2.4M,2.3.1,4.0 and up,"10,000+"
Personalization,4.6,3380,Everyone,2019-12-05,0.0,23M,1.0.4,5.0 and up,"500,000+"
Sports,4.1,20380,Everyone,2020-04-28,0.0,89M,4.5.21.61,4.1 and up,"1,000,000+"
Game Simulation,4.36,4955,Everyone,2020-02-01,0.0,64M,1.14,4.1 and up,"100,000+"
